ts,trip_1,rating_1,trip_2,rating_2,trip_3,rating_3,trip_4,rating_4,trip_5,rating_5
2015-03-16 18:00,0x6d679_16-03-15 10:xx - 16-03-15 18:51_parking,0.1174,0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking,0.03343,,,,,,
2015-03-16 19:00,0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking,0.09194,,,,,,,,
2015-03-16 20:00,0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking,0.09056,,,,,,,,
2015-03-16 21:00,0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking,0.1183,,,,,,,,
2015-03-16 22:00,0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking,0.07068,,,,,,,,
2015-03-16 23:00,0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking,0.07357,,,,,,,,
2015-03-17 00:00,0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking,0.05576,,,,,,,,
2015-03-17 01:00,0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking,0.1191,,,,,,,,
2015-03-17 02:00,0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking,0.2065,,,,,,,,
2015-03-17 03:00,0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking,0.1973,,,,,,,,
2015-03-17 04:00,0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking,0.2573,,,,,,,,
2015-03-17 05:00,0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking,0.2798,,,,,,,,
2015-03-17 07:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.000,,,,,,,,
2015-03-17 08:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.02831,,,,,,,,
2015-03-17 09:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.03049,,,,,,,,
2015-03-17 10:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.1766,,,,,,,,
2015-03-17 11:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.1795,,,,,,,,
2015-03-17 12:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.1717,,,,,,,,
2015-03-17 13:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.3443,,,,,,,,
2015-03-17 14:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.3241,,,,,,,,
2015-03-17 15:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4276,,,,,,,,
2015-03-17 16:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4059,,,,,,,,
2015-03-17 17:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.3255,,,,,,,,
2015-03-17 18:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.3258,,,,,,,,
2015-03-17 19:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.3641,,,,,,,,
2015-03-17 20:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.3164,,,,,,,,
2015-03-17 21:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.2186,,,,,,,,
2015-03-17 22:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.3875,,,,,,,,
2015-03-17 23:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4315,,,,,,,,
2015-03-18 00:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4366,,,,,,,,
2015-03-18 01:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4437,,,,,,,,
2015-03-18 02:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4488,,,,,,,,
2015-03-18 03:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4127,,,,,,,,
2015-03-18 04:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.3740,,,,,,,,
2015-03-18 05:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.1520,,,,,,,,
2015-03-18 06:00,0xb633e_18-03-15 6:xx - 18-03-15 8:24,0.3931,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.2956,,,,,,
2015-03-18 07:00,0xb633e_18-03-15 6:xx - 18-03-15 8:24,9.952,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4203,,,,,,
2015-03-18 08:00,0xb633e_18-03-15 6:xx - 18-03-15 8:24,8.724,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,5.850,0xb633e_18-03-15 8:xx - 03-04-15 9:24,0.6933,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.3916,,
2015-03-18 09:00,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,16.91,0x7086e_18-03-15 9:xx - 18-03-15 10:41,5.620,0xb633e_18-03-15 8:xx - 03-04-15 9:24,0.7834,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4044,,
2015-03-18 10:00,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,29.04,0x7086e_18-03-15 9:xx - 18-03-15 10:41,9.788,0x7086e_18-03-15 10:xx - 18-03-15 10:53,2.271,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.3990,0x7086e_18-03-15 10:xx - 22-03-15 6:31_parking,0.000
2015-03-18 11:00,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,41.91,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4123,0x7086e_18-03-15 10:xx - 22-03-15 6:31_parking,0.008951,,,,
2015-03-18 12:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4222,,,,,,,,
2015-03-18 13:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4418,,,,,,,,
2015-03-18 14:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4459,,,,,,,,
2015-03-18 15:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.3869,,,,,,,,
2015-03-18 16:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.1549,,,,,,,,
2015-03-18 17:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.07618,,,,,,,,
2015-03-18 18:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.04269,,,,,,,,
2015-03-18 19:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.07355,,,,,,,,
2015-03-18 20:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.03827,,,,,,,,
2015-03-18 21:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.05857,,,,,,,,
2015-03-18 22:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.02913,,,,,,,,
2015-03-18 23:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.03236,,,,,,,,
2015-03-19 00:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.3292,,,,,,,,
2015-03-19 01:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.3870,,,,,,,,
2015-03-19 02:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.3667,,,,,,,,
2015-03-19 03:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.3950,,,,,,,,
2015-03-19 04:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.1270,,,,,,,,
2015-03-19 05:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.09367,,,,,,,,
2015-03-19 06:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.08482,,,,,,,,
2015-03-19 07:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.06655,,,,,,,,
2015-03-19 08:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.3305,,,,,,,,
2015-03-19 09:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.1511,,,,,,,,
2015-03-19 10:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.05130,,,,,,,,
2015-03-19 11:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.1174,0x7086e_18-03-15 10:xx - 22-03-15 6:31_parking,0.01139,,,,,,
2015-03-19 12:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.3338,,,,,,,,
2015-03-19 13:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4087,,,,,,,,
2015-03-19 14:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4616,,,,,,,,
2015-03-19 15:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4765,,,,,,,,
2015-03-19 16:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4552,,,,,,,,
2015-03-19 17:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.2116,,,,,,,,
2015-03-19 18:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.2306,,,,,,,,
2015-03-19 19:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.1732,,,,,,,,
2015-03-19 20:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.3034,,,,,,,,
2015-03-19 21:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.3296,,,,,,,,
2015-03-19 22:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.3991,,,,,,,,
2015-03-19 23:00,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,201.2,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4083,,,,,,
2015-03-20 00:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4142,,,,,,,,
2015-03-20 01:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4579,,,,,,,,
2015-03-20 02:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4618,,,,,,,,
2015-03-20 03:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4585,,,,,,,,
2015-03-20 04:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4770,,,,,,,,
2015-03-20 05:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4689,,,,,,,,
2015-03-20 06:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4564,,,,,,,,
2015-03-20 07:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4449,,,,,,,,
2015-03-20 08:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4804,,,,,,,,
2015-03-20 09:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4801,,,,,,,,
2015-03-20 10:00,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,221.6,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4748,,,,,,
2015-03-20 11:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4780,,,,,,,,
2015-03-20 12:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4741,,,,,,,,
2015-03-20 13:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4783,,,,,,,,
2015-03-20 14:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4751,,,,,,,,
2015-03-20 15:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4782,,,,,,,,
2015-03-20 16:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4624,,,,,,,,
2015-03-20 17:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.4382,,,,,,,,
2015-03-20 18:00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.3504,0x6d679_20-03-15 18:xx - 21-03-15 4:15_parking,0.000,,,,,,
2015-03-20 19:00,0x6d679_20-03-15 18:xx - 21-03-15 4:15_parking,0.1212,,,,,,,,
2015-03-20 20:00,0x6d679_20-03-15 18:xx - 21-03-15 4:15_parking,0.2018,,,,,,,,
2015-03-20 21:00,0x6d679_20-03-15 18:xx - 21-03-15 4:15_parking,0.1827,,,,,,,,
2015-03-20 22:00,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,200.3,0x6d679_20-03-15 18:xx - 21-03-15 4:15_parking,0.1926,,,,,,
2015-03-20 23:00,0x6d679_20-03-15 18:xx - 21-03-15 4:15_parking,0.2159,,,,,,,,
2015-03-21 00:00,0x6d679_20-03-15 18:xx - 21-03-15 4:15_parking,0.2247,,,,,,,,
2015-03-21 01:00,0x6d679_20-03-15 18:xx - 21-03-15 4:15_parking,0.2411,,,,,,,,
2015-03-21 02:00,0x6d679_20-03-15 18:xx - 21-03-15 4:15_parking,0.2468,,,,,,,,
2015-03-21 03:00,0x6d679_20-03-15 18:xx - 21-03-15 4:15_parking,0.2535,,,,,,,,
2015-03-21 04:00,0x6d679_20-03-15 18:xx - 21-03-15 4:15_parking,0.2483,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.01030,,,,,,
2015-03-21 05:00,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.04681,,,,,,,,
2015-03-21 06:00,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.1661,,,,,,,,
2015-03-21 07:00,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.2249,,,,,,,,
2015-03-21 08:00,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.2752,,,,,,,,
2015-03-21 09:00,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.2559,,,,,,,,
2015-03-21 10:00,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.1111,,,,,,,,
2015-03-21 11:00,0xf0454_21-03-15 11:xx - 21-03-15 13:23,7.376,0xf0454_21-03-15 11:xx - 21-03-15 11:26,5.884,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.1555,,,,
2015-03-21 12:00,0xf0454_21-03-15 11:xx - 21-03-15 13:23,20.61,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.1048,,,,,,
2015-03-21 13:00,0xf0454_21-03-15 11:xx - 21-03-15 13:23,22.11,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.03275,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.01484,,,,
2015-03-21 14:00,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.03703,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.02958,,,,,,
2015-03-21 15:00,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.07618,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.06465,,,,,,
2015-03-21 16:00,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.07207,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.06784,,,,,,
2015-03-21 17:00,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.07756,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.06509,,,,,,
2015-03-21 18:00,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.1436,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.06020,,,,,,
2015-03-21 19:00,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,191.7,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.2547,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.1258,,,,
2015-03-21 20:00,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.2705,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.1318,,,,,,
2015-03-21 21:00,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.2633,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.1124,,,,,,
2015-03-21 22:00,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.3006,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.1335,,,,,,
2015-03-21 23:00,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,192.7,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.1699,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.1421,,,,
2015-03-22 00:00,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.1630,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.04968,,,,,,
2015-03-22 01:00,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.1586,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.03280,,,,,,
2015-03-22 02:00,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.1504,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.02537,,,,,,
2015-03-22 03:00,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.05984,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.007793,,,,,,
2015-03-22 04:00,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.04460,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.02840,,,,,,
2015-03-22 05:00,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.2160,0x7086e_18-03-15 10:xx - 22-03-15 6:31_parking,0.01410,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.01339,,,,
2015-03-22 06:00,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,189.5,0x7086e_22-03-15 6:xx - 24-03-15 0:23,4.239,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.2084,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.1069,0x7086e_18-03-15 10:xx - 22-03-15 6:31_parking,0.005853
2015-03-22 07:00,0x7086e_22-03-15 6:xx - 24-03-15 0:23,15.74,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.2041,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.1834,,,,
2015-03-22 08:00,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,195.7,0x7086e_22-03-15 6:xx - 24-03-15 0:23,30.48,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.2037,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.1703,,
2015-03-22 09:00,0x7086e_22-03-15 6:xx - 24-03-15 0:23,45.04,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.2596,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.08393,,,,
2015-03-22 10:00,0x7086e_22-03-15 6:xx - 24-03-15 0:23,59.27,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.1258,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.04233,,,,
2015-03-22 11:00,0x7086e_22-03-15 6:xx - 24-03-15 0:23,71.77,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.1115,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.03100,,,,
2015-03-22 12:00,0x7086e_22-03-15 6:xx - 24-03-15 0:23,78.95,0xf0454_22-03-15 12:xx - 22-03-15 12:55,4.069,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.06161,0xf0454_22-03-15 12:xx - 03-05-15 6:52_parking,0.000,,
2015-03-22 13:00,0x7086e_22-03-15 6:xx - 24-03-15 0:23,83.85,0xf0454_22-03-15 12:xx - 03-05-15 6:52_parking,0.02886,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.02115,,,,
2015-03-22 14:00,0x7086e_22-03-15 6:xx - 24-03-15 0:23,86.95,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.06070,0xf0454_22-03-15 12:xx - 03-05-15 6:52_parking,0.02423,,,,
2015-03-22 15:00,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.03045,,,,,,,,
2015-03-22 16:00,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.02534,,,,,,,,
2015-03-22 17:00,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.01019,,,,,,,,
2015-03-22 18:00,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,85.66,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.07387,,,,,,
2015-03-22 19:00,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.2302,,,,,,,,
2015-03-22 20:00,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.2036,,,,,,,,
2015-03-22 21:00,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.2066,,,,,,,,
2015-03-22 22:00,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,19.03,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.1328,,,,,,
2015-03-22 23:00,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,9.109,0x6d679_22-03-15 23:xx - 23-03-15 11:08_parking,0.07193,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.02232,,,,
2015-03-23 00:00,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,0.8038,0xc35c9_23-03-15 0:xx - 06-04-15 8:01,0.1520,0x6d679_22-03-15 23:xx - 23-03-15 11:08_parking,0.01297,,,,
2015-03-23 01:00,0x6d679_22-03-15 23:xx - 23-03-15 11:08_parking,0.02715,,,,,,,,
2015-03-23 02:00,0x6d679_22-03-15 23:xx - 23-03-15 11:08_parking,0.02534,,,,,,,,
2015-03-23 03:00,0x6d679_22-03-15 23:xx - 23-03-15 11:08_parking,0.02455,,,,,,,,
2015-03-23 04:00,0x6d679_22-03-15 23:xx - 23-03-15 11:08_parking,0.05024,,,,,,,,
2015-03-23 05:00,0x6d679_22-03-15 23:xx - 23-03-15 11:08_parking,0.02635,,,,,,,,
2015-03-23 06:00,0x6d679_22-03-15 23:xx - 23-03-15 11:08_parking,0.1011,,,,,,,,
2015-03-23 07:00,0x6d679_22-03-15 23:xx - 23-03-15 11:08_parking,0.07819,,,,,,,,
2015-03-23 08:00,0x6d679_22-03-15 23:xx - 23-03-15 11:08_parking,0.2519,,,,,,,,
2015-03-23 09:00,0x6d679_22-03-15 23:xx - 23-03-15 11:08_parking,0.2661,,,,,,,,
2015-03-23 10:00,0x6d679_22-03-15 23:xx - 23-03-15 11:08_parking,0.2147,,,,,,,,
2015-03-23 11:00,0x6d679_22-03-15 23:xx - 23-03-15 11:08_parking,0.1747,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.09806,,,,,,
2015-03-23 12:00,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.05528,,,,,,,,
2015-03-23 13:00,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.08571,,,,,,,,
2015-03-23 14:00,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.1132,,,,,,,,
2015-03-23 15:00,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.1287,,,,,,,,
2015-03-23 16:00,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.1400,,,,,,,,
2015-03-23 17:00,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.1548,,,,,,,,
2015-03-23 18:00,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.1333,,,,,,,,
2015-03-23 19:00,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.09715,,,,,,,,
2015-03-23 20:00,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.09760,,,,,,,,
2015-03-23 21:00,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.09255,,,,,,,,
2015-03-23 22:00,0x7086e_22-03-15 6:xx - 24-03-15 0:23,13.44,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.1404,,,,,,
2015-03-23 23:00,0x7086e_22-03-15 6:xx - 24-03-15 0:23,6.846,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.1398,,,,,,
2015-03-24 00:00,0x7086e_24-03-15 0:xx - 24-03-15 0:36,2.018,0x7086e_22-03-15 6:xx - 24-03-15 0:23,1.890,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.1597,0x7086e_24-03-15 0:xx - 07-04-15 2:35_parking,0.01128,,
2015-03-24 01:00,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.1717,,,,,,,,
2015-03-24 02:00,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.1722,,,,,,,,
2015-03-24 03:00,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.1724,,,,,,,,
2015-03-24 04:00,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.1599,,,,,,,,
2015-03-24 05:00,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.1642,,,,,,,,
2015-03-24 06:00,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.1743,,,,,,,,
2015-03-24 07:00,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.1369,,,,,,,,
2015-03-24 08:00,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.1160,,,,,,,,
2015-03-24 09:00,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.07129,,,,,,,,
